Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'scatter']",121.0599,3.0599,0.1255,0.1044,8.9951,118.0,59.0,"[1.408171, 1.420327, 1.414929, 1.426191]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'scatter']",121.501,3.501,0.1685,0.0922,9.0048,101.0,59.0,"[1.58262, 1.63829, 1.641888, 1.720587]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '2', 'balanced']",117.9842,1.9842,0.1182,0.097,8.9695,100.0,58.0,"[1.484675, 1.390964, 1.435498, 1.503594]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '3', 'balanced']",120.1965,2.1965,0.1553,0.0962,8.9725,101.0,59.0,"[1.470853, 1.464811, 1.491615, 1.463672]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '4', 'balanced']",121.1653,3.1653,0.2001,0.0976,8.9759,101.0,59.0,"[1.419362, 1.444249, 1.466125, 1.507951]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '2', 'balanced']",120.2698,2.2698,0.1034,0.1002,8.9758,100.0,59.0,"[1.40732, 1.397586, 1.463348, 1.416047]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '3', 'balanced']",120.6319,2.6319,0.1448,0.0991,8.9783,103.0,59.0,"[1.473068, 1.473157, 1.483902, 1.416264]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '4', 'balanced']",123.906,3.906,0.2032,0.1016,8.9825,102.0,60.0,"[1.505665, 1.459171, 1.416455, 1.388324]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '2', 'balanced']",120.6916,2.6916,0.0838,0.1013,8.9783,100.0,59.0,"[1.376541, 1.446847, 1.43841, 1.407454]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'balanced']",121.2352,3.2352,0.1179,0.1037,8.9952,109.0,59.0,"[1.447994, 1.426055, 1.439508, 1.390629]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'balanced']",122.5732,4.5732,0.1624,0.0967,9.0048,135.0,59.0,"[1.389881, 1.61405, 1.631198, 1.639574]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",119.9801,1.9801,0.1157,0.0959,8.972,100.0,59.0,"[1.451351, 1.440712, 1.532426, 1.463054]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",120.1903,2.1903,0.1534,0.0963,8.9762,100.0,59.0,"[1.467995, 1.425106, 1.498033, 1.505206]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",120.3134,2.3134,0.1982,0.0974,8.9808,100.0,59.0,"[1.532371, 1.509319, 1.409633, 1.410339]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",120.2084,2.2084,0.1051,0.0997,8.9808,100.0,59.0,"[1.469972, 1.456046, 1.389589, 1.407964]"
