Configuration,grade1,grade2,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.35067,259.4029,2.4029,90.96413,104.83906,8.25684,183.0,74.0,16.89999
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.31199,260.00669,5.00669,81.11956,71.3536,8.25686,180.0,75.0,24.83109
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.44158,271.44952,6.44952,119.86566,71.95693,8.25688,189.0,76.0,24.62301
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.30671,271.09746,4.09746,83.14707,93.58244,8.25687,189.0,78.0,18.76628
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.26595,267.28966,8.28966,71.0848,62.86717,8.25689,180.0,79.0,28.01694
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.31129,269.28133,13.28133,83.82332,50.70917,8.25692,177.0,79.0,34.94068
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.26545,234.06111,2.06111,62.13105,67.33976,8.25683,157.0,75.0,26.31092
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.32367,234.12945,3.12945,75.78148,64.78301,8.25684,159.0,72.0,27.34939
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.44085,235.14163,4.14163,103.66252,61.11995,8.25685,159.0,72.0,28.98857
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.35333,257.39661,2.39661,90.94519,104.88605,8.25684,182.0,73.0,16.89242
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.29745,257.20594,5.20594,76.50618,67.03212,8.25686,177.0,75.0,26.43192
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.43851,264.98277,6.98277,116.19705,69.57625,8.25688,183.0,75.0,25.46553
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.30908,270.07387,4.07387,83.47338,93.9403,8.25686,188.0,78.0,18.69479
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.2644,267.29295,8.29295,70.67327,62.47903,8.25689,180.0,79.0,28.19099
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=2 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.31207,270.30531,13.30531,84.35292,51.01999,8.25692,178.0,79.0,34.72781
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.2423,236.05748,2.05748,57.19668,61.9497,8.25683,159.0,75.0,28.60016
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.32668,237.07796,3.07796,77.44848,66.23656,8.25684,161.0,73.0,26.74922
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.44068,239.02189,4.02189,105.33292,62.38288,8.25685,163.0,72.0,28.40171
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.34957,261.37183,2.37183,91.36768,105.24089,8.25684,185.0,74.0,16.83546
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.30587,258.90849,4.90849,79.19295,69.67784,8.25686,179.0,75.0,25.42827
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.44584,268.43582,6.43582,119.67961,72.09543,8.25688,187.0,75.0,24.5757
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.29433,277.04926,4.04926,81.54343,91.8829,8.25686,194.0,79.0,19.11339
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.26342,268.19818,8.19818,70.64849,62.46527,8.25689,181.0,79.0,28.19718
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.31166,269.09739,13.09739,83.868,50.70245,8.25691,177.0,79.0,34.94516
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.23024,235.17231,2.17231,54.14682,58.65858,8.25683,158.0,75.0,30.20481
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.31818,236.00961,3.00961,75.09464,64.22029,8.25684,161.0,72.0,27.58904
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.44318,238.01906,4.01906,105.48461,62.46507,8.25685,162.0,72.0,28.36434
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.35931,264.3566,2.3566,94.98632,109.46393,8.25684,188.0,74.0,16.18596
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.29528,260.10318,5.10318,76.80261,67.30583,8.25686,180.0,75.0,26.32442
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.43956,265.8232,6.8232,116.84507,69.95262,8.25688,184.0,75.0,25.32851
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.29891,275.00397,4.00397,82.2004,92.65747,8.25686,192.0,79.0,18.95361
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.26366,268.18988,8.18988,70.71009,62.52494,8.25689,181.0,79.0,28.17027
"['-O2 ', '-opt-prefetch=2 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=3 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.30784,271.05986,13.05986,83.44385,50.46791,8.25691,179.0,79.0,35.1075
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.35755,241.26356,2.26356,86.26285,74.43988,8.25683,163.0,76.0,23.80137
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.36745,243.8189,3.8189,89.59211,66.32811,8.25684,166.0,74.0,26.71229
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.50528,245.42927,5.42927,124.01029,62.3994,8.25685,167.0,73.0,28.39418
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.38931,257.6169,3.6169,100.29392,87.61197,8.25684,180.0,74.0,20.22302
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.30438,259.23837,7.23837,78.90776,59.26319,8.25686,177.0,75.0,29.89692
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.41058,269.37416,9.37416,110.60098,55.7575,8.25688,185.0,75.0,31.77679
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.31427,266.61836,6.61836,83.7897,72.01977,8.25686,182.0,78.0,24.38488
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.25124,266.891,12.891,67.05275,50.41632,8.25689,175.0,79.0,34.93599
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.3067,277.22539,18.22539,85.02577,43.00251,8.25691,180.0,79.0,41.20236
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.37597,242.24202,2.24202,91.07554,78.71361,8.25685,165.0,75.0,22.50915
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.37487,242.83078,3.83078,91.03114,67.39756,8.25686,166.0,73.0,26.2885
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.51136,245.41694,5.41694,125.49634,63.13341,8.25686,167.0,73.0,28.06414
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.37692,257.66628,3.66628,97.11904,84.85106,8.25686,180.0,74.0,20.88111
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.30016,258.31552,7.31552,77.53556,58.29448,8.25688,176.0,75.0,30.39381
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.45554,271.5116,9.5116,123.68481,62.36073,8.2569,186.0,76.0,28.41213
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.31629,267.61418,6.61418,84.64432,72.72775,8.25688,182.0,79.0,24.14758
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.25481,267.13009,13.13009,68.0676,51.16243,8.25691,175.0,79.0,34.42662
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores never ', '', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.31227,276.19638,18.19638,86.24821,43.63977,8.25693,179.0,79.0,40.60097
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.3407,238.10587,2.10587,81.12332,90.54944,8.25684,160.0,76.0,19.56692
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.35307,236.6251,3.6251,83.54553,71.2728,8.25685,160.0,73.0,24.85911
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.46498,240.09844,5.09844,111.64164,64.77032,8.25686,162.0,73.0,27.35485
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.39382,260.93189,2.93189,102.75946,116.82603,8.25685,184.0,74.0,15.16598
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.31239,256.01936,7.01936,79.97853,70.07862,8.25687,174.0,75.0,25.28289
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.431,263.05736,10.05736,113.37874,66.78609,8.25689,178.0,75.0,26.52945
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.28624,263.85894,5.85894,75.52729,83.63137,8.25687,181.0,77.0,20.99925
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.25645,263.52962,11.52962,67.58198,59.49278,8.2569,174.0,78.0,29.60607
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.29366,269.91797,17.91797,79.26297,46.86708,8.25693,174.0,78.0,37.80508
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.31315,238.03141,2.03141,74.54052,83.41539,8.25684,161.0,75.0,21.24037
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.35716,234.6206,3.6206,83.7978,71.43487,8.25685,159.0,72.0,24.80271
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.46679,239.09931,5.09931,111.60937,64.7499,8.25686,162.0,72.0,27.36347
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.39104,258.93778,2.93778,101.25587,115.15736,8.25685,182.0,74.0,15.38574
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.32044,253.05769,7.05769,81.08932,71.28335,8.25687,171.0,75.0,24.85559
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.4329,263.84328,9.84328,114.21765,67.47715,8.25689,179.0,75.0,26.25775
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.29371,264.86386,5.86386,77.79221,86.13119,8.25687,181.0,78.0,20.38978
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.25459,264.49294,11.49294,67.33847,59.26825,8.2569,174.0,79.0,29.71823
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.29085,272.09608,18.09608,79.1397,46.79113,8.25693,175.0,79.0,37.86641
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.24992,233.06527,2.06527,58.24883,62.81504,8.25683,156.0,75.0,28.20616
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.35679,238.83625,2.83625,85.21524,72.47386,8.25684,163.0,73.0,24.4471
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '4', 'scatter']",0.46444,239.98828,3.98828,111.46085,64.6426,8.25685,163.0,73.0,27.40886
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '2', 'scatter']",0.36774,261.30735,2.30735,96.09219,110.43836,8.25685,185.0,74.0,16.04315
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '3', 'scatter']",0.29714,257.30822,5.30822,76.45689,66.96765,8.25686,176.0,76.0,26.45737
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '38', '4', 'scatter']",0.40594,262.62763,7.62763,106.61037,62.82878,8.25688,180.0,75.0,28.20039
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '2', 'scatter']",0.30686,268.12087,4.12087,82.27533,91.7363,8.25686,186.0,78.0,19.14394
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '3', 'scatter']",0.26765,265.31591,8.31591,71.01312,62.48337,8.25689,178.0,79.0,28.18903
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '57', '4', 'scatter']",0.3021,269.09221,14.09221,81.29268,48.18063,8.25692,176.0,79.0,36.77437
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '2', 'scatter']",0.26861,232.98391,1.98391,62.58232,67.4309,8.25683,156.0,75.0,26.27536
"['-O2 ', '-opt-prefetch=3 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', 'LD_PRELOAD=/home/echristof/hugetlbfs/obj64/libhugetlbfs.so HUGETLB_MORECORE=yes ', '19', '3', 'scatter']",0.34692,238.84171,2.84171,82.85942,70.44716,8.25684,163.0,73.0,25.15042
