Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'scatter']",125.6034,3.6034,0.9281,10.5664,6.3144,157.0,61.0,"[7.827056, 8.144545, 7.86422, 7.95493]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'scatter']",126.2651,4.2651,2.425,10.8203,6.3227,163.0,61.0,"[7.819205, 7.948325, 7.903715, 7.602336]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '2', 'balanced']",125.0943,3.0943,0.6654,9.3262,6.3132,121.0,61.0,"[9.062244, 8.850916, 9.244808, 9.066697]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '3', 'balanced']",123.7492,3.7492,0.9507,9.6337,6.3145,123.0,60.0,"[8.64039, 8.916528, 8.656681, 8.862286]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '4', 'balanced']",124.122,4.122,2.2658,10.0924,6.3219,125.0,60.0,"[8.238933, 8.464539, 8.367896, 8.450004]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '2', 'balanced']",124.9953,2.9953,0.5285,10.393,6.3131,135.0,61.0,"[8.20276, 8.068834, 8.025825, 8.209285]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '3', 'balanced']",127.4884,3.4884,0.931,10.696,6.3143,135.0,62.0,"[7.972591, 7.917177, 7.896314, 7.806427]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '4', 'balanced']",126.0087,4.0087,2.2453,10.645,6.3227,145.0,61.0,"[7.791189, 8.023358, 8.009434, 7.962542]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '2', 'balanced']",128.9897,2.9897,0.4897,10.585,6.3151,152.0,63.0,"[8.084136, 7.848047, 7.955526, 7.987]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'balanced']",127.5564,3.5564,0.9076,10.904,6.3154,163.0,62.0,"[7.867692, 7.808208, 7.647588, 7.633838]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'balanced']",126.0434,4.0434,2.2263,10.9795,6.3227,160.0,61.0,"[7.575646, 7.840106, 7.690605, 7.71378]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",123.1224,3.1224,0.6396,9.8012,6.2844,120.0,60.0,"[9.064342, 8.983715, 8.894056, 9.104859]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",123.7432,3.7432,0.8104,10.0566,6.2844,123.0,60.0,"[8.728086, 8.989313, 8.754349, 8.660416]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",124.2059,4.2059,1.6553,10.3782,6.2845,125.0,60.0,"[8.47581, 8.518028, 8.462226, 8.587889]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",124.9895,2.9895,0.5725,10.8788,6.2845,136.0,61.0,"[8.070849, 8.074401, 8.067415, 8.264773]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",127.575,3.575,0.7628,10.9257,6.2845,139.0,62.0,"[7.991386, 8.246394, 8.04207, 8.059136]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",130.177,4.177,1.7605,11.0221,6.2846,147.0,63.0,"[7.928069, 8.165824, 7.955857, 8.007144]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",127.0716,3.0716,0.5375,11.0863,6.2845,153.0,62.0,"[7.84419, 7.865318, 7.918235, 7.961035]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",129.5809,3.5809,0.7507,10.8662,6.2846,158.0,63.0,"[7.924338, 8.462529, 7.882372, 8.053958]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",128.2595,4.2595,1.7482,11.0447,6.2847,163.0,62.0,"[7.979577, 7.983621, 8.149575, 7.880575]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",125.1933,3.1933,0.6367,9.8076,6.2844,120.0,61.0,"[8.924907, 8.921248, 9.061412, 9.115673]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",123.645,3.645,0.8218,10.2039,6.2844,124.0,60.0,"[8.654086, 8.640561, 8.50508, 8.825101]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",124.1063,4.1063,1.5413,10.3672,6.2844,124.0,60.0,"[8.430541, 8.784709, 8.301066, 8.563443]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",126.9851,2.9851,0.5016,10.7666,6.2844,135.0,62.0,"[8.212495, 8.067163, 8.21793, 8.318086]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",125.526,3.526,0.7551,11.1324,6.2845,139.0,61.0,"[7.956045, 7.927071, 8.007169, 7.847904]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",127.9619,3.9619,1.4851,11.1152,6.2846,144.0,62.0,"[7.8251, 8.020074, 7.982555, 7.960635]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",128.9278,2.9278,0.4855,11.1841,6.2863,153.0,63.0,"[7.856724, 7.798959, 8.043097, 7.849953]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",129.5226,3.5226,0.747,11.3351,6.2858,159.0,63.0,"[7.736661, 7.633248, 7.817603, 7.951161]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",130.0031,4.0031,1.4761,11.4256,6.2847,163.0,63.0,"[7.75382, 7.713466, 7.756462, 7.703095]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",123.0752,3.0752,0.7003,9.5351,6.3134,121.0,60.0,"[8.83167, 8.663562, 9.055541, 8.88143]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",123.6257,3.6257,0.9988,9.857,6.3143,123.0,60.0,"[8.51983, 8.567274, 8.683169, 8.50988]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",126.1924,4.1924,2.2573,10.0008,6.3227,124.0,61.0,"[8.374663, 8.443881, 8.402098, 8.612522]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",124.8988,2.8988,0.5654,10.3126,6.3139,137.0,61.0,"[8.278142, 8.209318, 8.212645, 8.06407]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",125.4877,3.4877,0.9549,10.6412,6.3144,142.0,61.0,"[7.835707, 7.916241, 8.087819, 7.915988]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",126.1808,4.1808,2.408,10.5858,6.3227,147.0,61.0,"[7.774606, 8.259081, 8.00425, 7.926891]"
