Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
[' '],153.4831,5.4831,5.4968,0.3299,2.5358,146.0,74.0,"[11.3821, 12.82029, 11.5668, 11.48422]"
