Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",139.3274,5.3274,18.578,39.2626,10.7691,132.0,67.0,"[11.07638, 10.99607, 10.99741, 10.97239]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",141.5782,5.5782,26.301,38.475,10.7686,134.0,68.0,"[11.33059, 11.19694, 11.16746, 11.26077]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",140.8359,4.8359,12.4,40.9844,10.7686,141.0,68.0,"[10.3435, 10.3572, 10.55346, 10.5743]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",145.3666,5.3666,20.2898,40.8864,10.7679,146.0,70.0,"[10.56237, 10.58135, 10.59818, 10.29905]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",145.5899,5.5899,28.8735,40.1971,10.7676,151.0,70.0,"[10.53443, 11.36457, 10.80019, 10.35322]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",140.5426,4.5426,9.3224,31.3329,10.7696,119.0,68.0,"[14.01017, 13.30141, 13.93329, 13.91166]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",133.1845,5.1845,15.481,32.8494,10.7701,120.0,64.0,"[13.33333, 13.03972, 13.32887, 12.91841]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",133.4845,5.4845,21.9729,32.8651,10.7698,122.0,64.0,"[12.9585, 13.49246, 12.88393, 13.26747]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",136.7125,4.7125,11.2916,38.1318,10.7692,129.0,66.0,"[11.19043, 11.75754, 11.18964, 11.19666]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",139.2389,5.2389,18.8596,39.3306,10.7691,132.0,67.0,"[10.99048, 10.941, 10.96632, 11.06792]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",141.458,5.458,26.5479,39.2038,10.7686,134.0,68.0,"[11.00679, 10.97983, 11.13578, 10.99744]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",142.7707,4.7707,12.5647,41.4643,10.7685,141.0,69.0,"[10.58404, 10.12979, 10.28403, 10.34611]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",145.3053,5.3053,20.4663,41.6943,10.7681,147.0,70.0,"[10.57654, 10.34631, 10.27331, 10.11281]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",147.4357,5.4357,29.2713,40.5288,10.7674,151.0,71.0,"[10.58791, 11.12733, 10.47795, 10.50614]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",138.5625,4.5625,9.528,31.3216,10.7699,119.0,67.0,"[13.95097, 13.31724, 13.9395, 13.96946]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",133.2099,5.2099,14.9456,32.044,10.7701,121.0,64.0,"[13.04077, 13.05757, 13.03837, 14.80642]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",133.6032,5.6032,21.8442,32.8094,10.7699,122.0,64.0,"[13.05372, 13.32956, 13.19232, 13.11611]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",138.7558,4.7558,11.4277,38.6766,10.7692,129.0,67.0,"[11.15815, 11.10085, 11.24976, 11.18684]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",139.3186,5.3186,18.5877,39.254,10.7692,133.0,67.0,"[11.01119, 11.10428, 11.00374, 10.93261]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",141.5576,5.5576,26.1807,38.2709,10.7687,136.0,68.0,"[11.19724, 11.53933, 11.07303, 11.38601]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",140.8417,4.8417,12.4404,41.0984,10.7687,141.0,68.0,"[10.51447, 10.10894, 10.56467, 10.52442]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",145.3815,5.3815,20.4738,41.2457,10.768,146.0,70.0,"[10.57638, 10.48175, 10.33658, 10.28008]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",147.5629,5.5629,29.0028,40.4085,10.7676,151.0,71.0,"[10.53464, 11.15903, 10.54683, 10.5866]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",138.5304,4.5304,9.4065,31.6276,10.7698,119.0,67.0,"[13.88106, 13.34632, 13.69105, 13.72446]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",133.17,5.17,15.4076,32.9429,10.7701,120.0,64.0,"[13.16922, 13.09353, 13.05033, 13.1577]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",133.4895,5.4895,21.9032,32.5257,10.7698,122.0,64.0,"[13.29341, 13.45395, 13.11573, 13.28749]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",138.6884,4.6884,11.1688,37.6485,10.7693,129.0,67.0,"[12.22637, 10.91981, 11.18446, 11.5856]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",139.2341,5.2341,18.7291,39.0841,10.7691,132.0,67.0,"[11.04223, 11.18204, 11.03538, 10.98316]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",141.4478,5.4478,26.4341,39.128,10.7686,133.0,68.0,"[10.95771, 11.20013, 10.91824, 11.12915]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",142.7712,4.7712,12.23,40.4394,10.7686,141.0,69.0,"[11.57166, 10.15873, 10.33104, 10.33042]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",145.2946,5.2946,20.4898,41.7527,10.7681,148.0,70.0,"[10.27435, 10.31891, 10.36265, 10.29515]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",147.459,5.459,28.9072,40.3634,10.7674,151.0,71.0,"[10.53873, 11.20103, 10.5666, 10.56772]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",138.6404,4.6404,10.2552,30.4162,10.7128,119.0,67.0,"[14.13155, 14.01549, 14.40224, 13.96949]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",135.2452,5.2452,16.3977,32.1462,10.714,120.0,65.0,"[13.34164, 13.37434, 13.52622, 13.24937]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",133.5956,5.5956,22.5759,32.2614,10.7141,122.0,64.0,"[13.39999, 13.28167, 13.30072, 13.32695]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",136.7712,4.7712,12.643,38.4334,10.7122,129.0,66.0,"[11.27223, 10.99389, 11.13434, 11.34017]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",139.3222,5.3222,19.8247,38.363,10.713,134.0,67.0,"[11.84628, 10.98359, 10.98715, 11.02276]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",143.5745,5.5745,27.5314,38.271,10.7129,135.0,69.0,"[11.21825, 11.39127, 11.1955, 11.15655]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",140.8399,4.8399,13.624,40.5982,10.7116,141.0,68.0,"[10.55354, 10.35574, 10.57166, 10.52209]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",143.3918,5.3918,21.9847,40.9694,10.7117,146.0,69.0,"[10.54132, 10.53261, 10.34454, 10.31824]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",145.5622,5.5622,29.9966,39.7207,10.7117,150.0,70.0,"[10.74539, 11.18291, 10.7175, 10.6968]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",138.5842,4.5842,10.1565,29.7599,10.7127,120.0,67.0,"[13.93787, 13.70176, 15.36378, 14.76126]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",135.1678,5.1678,16.6135,32.8881,10.7139,119.0,65.0,"[13.12265, 13.05053, 13.04091, 13.07027]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",131.4956,5.4956,22.4564,32.1949,10.7139,122.0,63.0,"[13.30103, 13.56867, 13.26331, 13.28567]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",134.7042,4.7042,12.5799,38.2566,10.7122,129.0,65.0,"[11.2115, 11.37425, 11.17591, 11.18553]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",139.2509,5.2509,19.9465,38.7636,10.7128,132.0,67.0,"[10.78067, 10.92834, 11.67631, 10.99047]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",141.4632,5.4632,27.858,38.7067,10.7129,134.0,68.0,"[11.15907, 11.11481, 10.91315, 11.26809]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",140.7737,4.7737,13.6505,40.6974,10.7113,141.0,68.0,"[10.53903, 10.28473, 10.5318, 10.54383]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",143.3223,5.3223,22.1305,41.4799,10.7115,146.0,69.0,"[10.34973, 10.5408, 10.08813, 10.32575]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",147.4882,5.4882,30.3049,40.4369,10.7109,151.0,71.0,"[10.51967, 11.14987, 10.35628, 10.54615]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",138.6218,4.6218,10.2209,29.9633,10.7128,120.0,67.0,"[14.19699, 13.68838, 14.09344, 15.39393]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",133.2651,5.2651,16.1878,31.8442,10.714,119.0,64.0,"[13.0372, 13.26179, 13.19302, 14.50686]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",133.5847,5.5847,22.5243,32.2043,10.714,122.0,64.0,"[13.33903, 13.26761, 13.32175, 13.4749]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",136.7579,4.7579,12.4003,37.5305,10.7121,129.0,66.0,"[11.19786, 11.18002, 11.18027, 12.25824]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",139.3442,5.3442,20.1256,38.947,10.7129,132.0,67.0,"[11.00015, 11.1912, 11.03935, 10.93641]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",139.5709,5.5709,27.5623,38.3487,10.7129,135.0,67.0,"[11.19027, 11.33154, 11.17395, 11.1742]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",138.85,4.85,13.6225,40.5693,10.7117,143.0,67.0,"[10.51272, 10.3979, 10.55242, 10.56983]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",141.3851,5.3851,21.7313,40.5015,10.7116,146.0,68.0,"[10.50696, 10.61015, 10.54873, 10.55263]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",145.5495,5.5495,29.9277,39.7339,10.7117,151.0,70.0,"[10.56578, 11.16624, 10.79803, 10.79827]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",138.5565,4.5565,10.5108,31.1608,10.7127,120.0,67.0,"[14.0941, 13.47122, 13.92129, 13.68108]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'balanced']",133.1671,5.1671,16.4254,32.38,10.7139,121.0,64.0,"[13.33834, 13.07961, 13.54907, 13.13753]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'balanced']",133.4901,5.4901,22.6979,32.419,10.7139,122.0,64.0,"[13.33491, 13.30479, 13.30304, 13.1062]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'balanced']",136.6985,4.6985,12.6606,38.4431,10.7122,129.0,66.0,"[11.13919, 11.14765, 11.20706, 11.23517]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'balanced']",137.2604,5.2604,19.9072,38.7136,10.7129,133.0,66.0,"[11.15154, 11.38102, 10.96629, 10.93443]"
