Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",154.1006,8.1006,27.4212,21.1136,4.4142,131.0,73.0,"[47.495, 47.57641, 47.09112, 46.92355]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",159.6513,5.6513,8.8285,24.4169,4.3467,140.0,77.0,"[41.26689, 40.18204, 40.06181, 39.49516]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",162.7308,6.7308,21.6447,29.0242,4.4158,148.0,78.0,"[33.81603, 34.5024, 34.63329, 33.60067]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",163.6165,7.6165,39.523,32.367,4.3554,153.0,78.0,"[31.19363, 31.16758, 30.85495, 31.14771]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",161.7754,5.7754,10.4254,29.8835,4.3737,158.0,78.0,"[32.41679, 32.89583, 32.41003, 32.48343]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",164.6328,6.6328,25.2812,34.007,4.3679,165.0,79.0,"[29.02794, 29.28622, 29.06809, 29.10363]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",167.3399,7.3399,46.2337,37.8251,4.3548,174.0,80.0,"[26.4845, 27.26503, 26.36518, 26.40522]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",153.4935,5.4935,6.7146,15.8652,4.3749,126.0,74.0,"[60.94004, 63.53374, 60.68132, 61.86526]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",152.3417,6.3417,15.7059,19.3797,4.4201,129.0,73.0,"[52.6732, 50.95139, 49.68207, 51.03621]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",152.87,6.87,29.1881,22.557,4.4173,131.0,73.0,"[44.47332, 44.6026, 43.89195, 44.14333]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",157.0904,5.0904,9.1741,25.478,4.3497,143.0,76.0,"[38.07346, 37.76136, 38.17362, 40.39744]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",161.7472,5.7472,22.9941,30.4293,4.4192,148.0,78.0,"[32.40347, 32.52712, 32.6367, 32.7796]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",162.2647,6.2647,41.7857,33.8477,4.358,153.0,78.0,"[29.63102, 30.22471, 29.74472, 29.39368]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",161.1816,5.1816,10.9027,31.3183,4.3765,158.0,78.0,"[31.06461, 31.13666, 31.27416, 30.83461]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",163.7854,5.7854,27.4983,36.6755,4.3723,167.0,79.0,"[26.98338, 27.27024, 26.8672, 26.99522]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",166.2777,6.2777,49.9424,40.335,4.3575,175.0,80.0,"[24.77915, 25.4592, 24.87888, 24.83569]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",149.8022,3.8022,2.6828,17.9254,2.6949,126.0,73.0,"[87.37508, 90.36772, 87.51693, 95.4011]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",150.6117,4.6117,4.1581,22.4264,2.6951,129.0,73.0,"[71.41276, 72.03638, 72.81105, 72.10012]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",153.2522,5.2522,7.5248,26.0388,2.6954,131.0,74.0,"[61.71259, 62.35514, 61.9643, 62.30864]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",159.8466,3.8466,3.4328,31.0969,2.6949,144.0,78.0,"[52.35846, 51.99492, 51.67983, 51.87801]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",166.5606,4.5606,5.7985,36.8887,2.6952,150.0,81.0,"[43.6556, 44.14999, 43.53006, 44.073]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",165.0872,5.0872,10.3923,42.4936,2.6955,154.0,80.0,"[37.83411, 38.09699, 38.29255, 38.06689]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",165.8901,3.8901,3.9551,40.2478,2.6949,160.0,81.0,"[39.95353, 40.19309, 39.78323, 39.42208]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",168.6266,4.6266,6.9508,45.5775,2.6953,170.0,82.0,"[35.12111, 35.70007, 35.14664, 35.19301]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",169.1616,5.1616,12.2294,51.686,2.6956,178.0,82.0,"[31.01711, 32.54839, 30.86591, 30.7885]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",155.6212,3.6212,2.6946,18.876,2.6948,128.0,76.0,"[90.00796, 84.18339, 84.47711, 83.82184]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",150.2032,4.2032,4.4619,23.4827,2.6952,129.0,73.0,"[68.13884, 67.61635, 67.45038, 72.19365]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",150.7482,4.7482,7.4022,27.6944,2.6954,131.0,73.0,"[58.41538, 58.8245, 58.71572, 57.53732]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",159.5224,3.5224,3.3066,32.9525,2.6949,143.0,78.0,"[48.97828, 49.25674, 48.24247, 49.72598]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",162.0364,4.0364,5.7063,39.2408,2.6951,150.0,79.0,"[41.29277, 40.96767, 41.34125, 41.28971]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",164.5392,4.5392,9.9189,43.5457,2.6954,154.0,80.0,"[37.63499, 37.22951, 36.69177, 37.05297]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",163.5709,3.5709,3.8234,41.5767,2.695,160.0,80.0,"[39.24815, 38.91427, 38.24334, 37.82918]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",168.0715,4.0715,6.9185,48.7203,2.6952,170.0,82.0,"[33.30434, 32.90887, 32.9324, 32.88368]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",168.6333,4.6333,11.846,53.8996,2.6955,176.0,82.0,"[29.15415, 31.4601, 29.42228, 30.03369]"
