Configuration,grade1,CPI,BW/s(GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
base 1 thread,109.9793,1.9793,0.0028,2.1736,5.2834,100.0,54.0,"[61.97067, 62.559, 62.5427, 62.68987]"
