Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",145.7628,11.7628,22.3382,33.0388,9.7476,143.0,67.0,"[17.95301, 18.48585, 17.80619, 17.81777]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",145.3844,11.3844,8.0411,31.1356,9.8279,147.0,67.0,"[20.16956, 20.00761, 20.00811, 20.28871]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",144.7863,10.7863,13.6938,33.3757,9.7129,157.0,67.0,"[17.48194, 17.48932, 17.64665, 17.37579]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",147.3334,9.3334,22.7183,38.5435,9.7811,160.0,69.0,"[15.43659, 15.821, 15.23561, 15.17339]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",138.78,10.78,5.7612,19.2649,9.888,121.0,64.0,"[36.91833, 37.06888, 36.77792, 36.91065]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",137.9548,11.9548,10.0853,22.3477,9.7336,124.0,63.0,"[28.91433, 29.01369, 29.03769, 28.97844]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",138.9891,12.9891,16.96,24.2665,9.7235,125.0,63.0,"[24.84968, 25.5398, 24.96596, 24.79166]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'balanced']",141.7888,11.7888,7.7918,25.4618,9.7142,133.0,65.0,"[23.71835, 23.75999, 23.91958, 23.95622]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",141.7034,11.7034,12.5153,31.5846,9.8291,138.0,65.0,"[19.93776, 19.99301, 19.91509, 20.15652]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",145.6041,11.6041,22.5706,33.4225,9.748,142.0,67.0,"[17.81238, 17.89631, 17.79445, 17.73566]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",143.3571,11.3571,8.0241,31.1009,9.8275,147.0,66.0,"[20.05768, 20.22442, 20.23642, 20.05613]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",144.7808,10.7808,13.7004,33.558,9.7132,153.0,67.0,"[17.32712, 17.56301, 17.35955, 17.3577]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",145.2888,9.2888,22.6335,38.62,9.7815,159.0,68.0,"[15.24775, 15.84039, 15.36851, 15.09061]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",133.6458,5.6458,6.5529,22.0652,4.4986,122.0,64.0,"[47.08001, 46.39423, 47.51406, 47.91665]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",135.1479,7.1479,14.3644,27.4155,5.2556,125.0,64.0,"[36.11335, 35.46654, 35.44955, 36.07536]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",137.1805,9.1805,30.0655,31.4287,6.5023,127.0,64.0,"[28.46566, 29.63787, 28.9046, 29.21821]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",141.8201,7.8201,10.0825,33.7837,6.4074,135.0,67.0,"[26.82639, 26.39641, 26.69949, 26.62454]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",144.9814,8.9814,22.1204,39.9876,7.0536,141.0,68.0,"[22.04493, 22.08824, 22.08203, 22.07325]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",145.6312,9.6312,44.8841,43.9551,7.4661,146.0,68.0,"[19.68432, 20.02005, 20.00849, 19.75323]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",144.4811,8.4811,10.9913,39.9232,6.9861,150.0,68.0,"[21.60431, 21.71278, 21.82259, 21.77018]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",146.9689,8.9689,26.0237,45.524,7.8172,157.0,69.0,"[18.74458, 18.76063, 18.64255, 18.74937]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",146.8714,8.8714,53.4592,50.982,8.9226,165.0,69.0,"[16.34134, 16.81365, 16.43611, 16.41692]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",137.7873,5.7873,6.3938,21.6369,4.4989,122.0,66.0,"[48.36056, 47.46415, 48.30731, 48.52442]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'balanced']",133.3884,7.3884,14.325,27.1811,5.2559,125.0,63.0,"[36.63702, 36.8647, 35.44279, 35.40399]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'balanced']",135.2651,9.2651,29.7208,31.0601,6.5039,127.0,63.0,"[29.11613, 29.71642, 29.3544, 29.44743]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'balanced']",139.8223,7.8223,10.1524,33.9677,6.4078,135.0,66.0,"[26.46094, 26.53638, 26.56365, 26.41502]"
"['-O3 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'balanced']",143.004,9.004,22.0803,39.9446,7.0541,141.0,67.0,"[22.09214, 22.29636, 21.98422, 22.01739]"
