Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '2', 'scatter']",129.394,3.394,1.4424,0.1996,2.237,133.0,63.0,"[13.61884, 13.57255, 13.63815, 13.57113]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '3', 'scatter']",131.739,3.739,1.8752,0.1986,2.237,131.0,64.0,"[13.63245, 13.85636, 13.57023, 13.60794]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '4', 'scatter']",133.989,3.989,2.1738,0.2,2.2371,137.0,65.0,"[13.55932, 13.63332, 13.52105, 13.57235]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '2', 'scatter']",135.7663,3.7663,1.3875,0.1994,2.2371,146.0,66.0,"[13.57911, 13.64379, 13.58986, 13.62211]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '3', 'scatter']",138.1302,4.1302,1.7678,0.1992,2.2372,134.0,67.0,"[13.72897, 13.64248, 13.58133, 13.5396]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '4', 'scatter']",136.3554,4.3554,2.5308,0.1987,2.2373,138.0,66.0,"[13.63287, 13.71937, 13.73771, 13.56071]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '2', 'scatter']",135.9709,3.9709,1.3523,0.1992,2.2372,148.0,66.0,"[13.6674, 13.64235, 13.58532, 13.61756]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '3', 'scatter']",136.3208,4.3208,2.0666,0.1976,2.2374,147.0,66.0,"[13.80442, 13.75846, 13.73711, 13.65707]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '4', 'scatter']",136.7263,4.7263,2.3194,0.1857,2.2376,169.0,66.0,"[14.67532, 14.69254, 14.56314, 14.55692]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '2', 'balanced']",135.4521,3.4521,1.1116,0.1989,2.2369,127.0,66.0,"[13.64387, 13.60421, 13.62793, 13.71172]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '3', 'balanced']",135.7533,3.7533,0.9953,0.1984,2.2369,117.0,66.0,"[13.54974, 13.91982, 13.60584, 13.6313]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '19', '4', 'balanced']",134.2705,4.2705,1.4061,0.1967,2.2369,121.0,65.0,"[13.75148, 13.87265, 13.76841, 13.80246]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '2', 'balanced']",139.8263,3.8263,1.1077,0.1987,2.2369,136.0,68.0,"[13.60132, 13.6787, 13.7965, 13.55393]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '3', 'balanced']",136.372,4.372,1.0234,0.197,2.2369,137.0,66.0,"[13.81985, 13.90101, 13.84477, 13.54964]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '38', '4', 'balanced']",140.6233,4.6233,1.4339,0.1948,2.2369,142.0,68.0,"[13.80272, 13.93579, 14.00812, 13.98774]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '2', 'balanced']",135.9935,3.9935,1.1368,0.1967,2.2369,139.0,66.0,"[13.74991, 13.84754, 13.7845, 13.81]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '3', 'balanced']",136.5326,4.5326,0.9958,0.1957,2.2374,154.0,66.0,"[13.88611, 13.96507, 13.80089, 13.83144]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll=0 ', '', '57', '4', 'balanced']",138.8942,4.8942,1.285,0.1825,2.2376,156.0,67.0,"[14.92794, 15.01502, 14.83695, 14.70922]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '2', 'scatter']",135.393,3.393,1.4597,0.2009,2.2297,135.0,66.0,"[13.60796, 13.56958, 13.57703, 13.62998]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '3', 'scatter']",135.7386,3.7386,1.844,0.2007,2.2299,119.0,66.0,"[13.56557, 13.73365, 13.58944, 13.54724]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '4', 'scatter']",133.9822,3.9822,2.1885,0.2009,2.2299,137.0,65.0,"[13.61163, 13.70147, 13.49837, 13.57227]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '2', 'scatter']",135.7589,3.7589,1.4189,0.201,2.2298,149.0,66.0,"[13.57143, 13.57153, 13.62228, 13.57692]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '3', 'scatter']",134.1266,4.1266,1.6595,0.2005,2.2299,132.0,65.0,"[13.56058, 13.72379, 13.63526, 13.56582]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '4', 'scatter']",134.359,4.359,1.9642,0.2003,2.2302,136.0,65.0,"[13.57356, 13.78165, 13.58779, 13.6139]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '2', 'scatter']",137.9634,3.9634,1.3527,0.2002,2.2299,156.0,67.0,"[13.58817, 13.6244, 13.70184, 13.64805]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'scatter']",138.325,4.325,1.5107,0.1986,2.2302,147.0,67.0,"[13.70542, 13.78071, 13.79497, 13.73502]"
