Configuration,grade1,CPI,BW/s(GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
base 1 thread,134.6079,4.6079,0.5567,0.0736,1.9312,107.0,65.0,"[22.69795, 22.22876, 22.2704, 22.15936]"
