Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",157.0984,5.0984,0.7987,0.2366,2.2997,120.0,76.0,"[14.25269, 14.51233, 14.79631, 14.8468]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",155.3751,5.3751,1.5249,0.2359,2.3287,119.0,75.0,"[14.95243, 15.01781, 14.81532, 14.69401]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",156.6137,4.6137,0.4236,0.2584,2.3235,131.0,76.0,"[13.73086, 13.42437, 13.40129, 13.62551]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",159.2333,5.2333,1.1258,0.2595,2.373,133.0,77.0,"[13.59122, 13.97143, 13.96119, 13.85054]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",161.3828,5.3828,2.4281,0.2612,2.4301,136.0,78.0,"[14.09843, 14.25501, 14.02444, 14.2389]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",162.7275,4.7275,0.5525,0.2657,2.3663,144.0,79.0,"[13.67486, 13.07781, 13.44511, 13.52127]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",167.2819,5.2819,1.4551,0.2694,2.4444,151.0,81.0,"[13.63638, 13.93416, 13.83534, 13.85125]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",171.4138,5.4138,3.2848,0.2728,2.5403,156.0,83.0,"[14.09736, 14.94038, 14.20386, 13.99214]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",162.3508,4.3508,0.4179,0.2303,2.332,120.0,79.0,"[14.90963, 14.08445, 14.83683, 14.26143]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",155.1289,5.1289,0.9577,0.2196,2.3579,119.0,75.0,"[16.21267, 15.14479, 15.1178, 15.28913]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",155.3948,5.3948,2.0083,0.2236,2.3985,119.0,75.0,"[15.52392, 15.48508, 15.50523, 15.36221]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",156.643,4.643,0.571,0.2503,2.383,131.0,76.0,"[13.86242, 13.51361, 13.86357, 13.67053]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",161.2341,5.2341,1.4024,0.2492,2.4353,133.0,78.0,"[14.03444, 14.27873, 14.10812, 14.24639]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",163.4079,5.4079,3.3088,0.2495,2.5097,136.0,79.0,"[14.58705, 14.66896, 14.59082, 14.78146]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",164.7661,4.7661,0.6671,0.2505,2.4277,146.0,80.0,"[13.93861, 13.98215, 13.96049, 14.08642]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",169.2927,5.2927,1.8462,0.2544,2.5144,151.0,82.0,"[14.05787, 15.17777, 14.06384, 14.28665]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",171.4465,5.4465,4.7028,0.267,2.6212,157.0,83.0,"[14.20114, 15.27922, 14.07702, 14.25837]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",162.3398,4.3398,0.3405,0.2385,2.3316,119.0,79.0,"[14.06613, 13.65465, 13.89608, 14.46033]"
