Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'balanced']",125.8848,3.8848,0.2452,4.4412,10.5273,106.0,61.0,"[11.3054, 11.41686, 12.08423, 11.3041]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",125.0298,5.0298,0.2056,3.3413,11.0078,114.0,60.0,"[13.46527, 15.51245, 13.46185, 13.71463]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",127.1717,5.1717,0.3191,3.5986,11.0054,117.0,61.0,"[13.56282, 12.71924, 12.4725, 13.42468]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",130.1053,10.1053,0.4268,3.5368,11.0054,115.0,60.0,"[13.24067, 13.33743, 13.05644, 13.43717]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",128.6187,4.6187,0.2411,3.8421,11.0054,127.0,62.0,"[12.22631, 12.17754, 12.32047, 12.13055]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",133.6194,9.6194,0.3187,3.3642,11.0025,129.0,62.0,"[13.08172, 12.72896, 15.69987, 14.31777]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",140.9162,16.9162,0.445,3.5726,11.0015,124.0,62.0,"[13.49868, 13.3446, 12.70473, 13.00867]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",127.8725,3.8725,0.2481,3.967,11.0013,142.0,62.0,"[11.84417, 11.53945, 11.77619, 11.76763]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",136.7799,10.7799,0.3514,3.7194,10.9994,137.0,63.0,"[12.1857, 12.28056, 13.68488, 12.04758]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",126.3423,4.3423,0.506,4.1018,10.9978,121.0,61.0,"[11.52391, 11.63396, 11.35302, 11.27849]"
