Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'balanced']",133.2549,5.2549,0.3826,0.1763,1.0256,144.0,64.0,"[14.96577, 14.69217, 14.57853, 14.63048]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",125.8555,3.8555,0.1775,0.1973,1.0253,113.0,61.0,"[13.1699, 13.25596, 13.09211, 13.05841]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",124.4348,4.4348,0.2363,0.1942,1.0253,115.0,60.0,"[13.24385, 13.33786, 13.4783, 13.33917]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",124.8068,4.8068,0.3448,0.1905,1.0253,116.0,60.0,"[13.62984, 13.80101, 13.5791, 13.45102]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",124.3006,4.3006,0.1817,0.1967,1.0253,124.0,60.0,"[13.16055, 13.22872, 13.15229, 13.18278]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",126.8115,4.8115,0.2559,0.1941,1.0254,128.0,61.0,"[13.25468, 13.33814, 13.46338, 13.3845]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",129.0785,5.0785,0.4123,0.1889,1.0254,129.0,62.0,"[13.86975, 13.78336, 13.55055, 13.71714]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",128.4765,4.4765,0.1871,0.1968,1.0254,134.0,62.0,"[13.24191, 13.22972, 13.14846, 13.09751]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",128.9612,4.9612,0.2786,0.1922,1.0255,140.0,62.0,"[13.66618, 13.54771, 13.31972, 13.45382]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",131.3,5.3,0.4801,0.188,1.0256,144.0,63.0,"[13.69029, 13.89407, 13.74977, 13.84433]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",125.9178,3.9178,0.172,0.193,1.0252,113.0,61.0,"[13.85228, 13.31658, 13.29792, 13.2711]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",124.5637,4.5637,0.223,0.1847,1.0252,114.0,60.0,"[13.95664, 14.09752, 14.29975, 13.79473]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",124.8939,4.8939,0.3082,0.1778,1.0252,115.0,60.0,"[14.69083, 14.56048, 14.46392, 14.60728]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",124.3774,4.3774,0.1801,0.1928,1.0252,123.0,60.0,"[13.29228, 13.46537, 13.38948, 13.63416]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",126.9026,4.9026,0.2328,0.1853,1.0252,128.0,61.0,"[14.09591, 14.03449, 13.95376, 13.87433]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",127.1411,5.1411,0.3826,0.1779,1.0252,129.0,61.0,"[14.57383, 14.51963, 14.58744, 14.63362]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",128.5079,4.5079,0.184,0.1909,1.0252,134.0,62.0,"[13.54675, 13.49234, 13.63209, 13.64675]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",129.0335,5.0335,0.2535,0.1844,1.0255,139.0,62.0,"[13.93172, 14.09627, 13.82666, 14.42081]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",131.2233,5.2233,0.4501,0.1769,1.0256,144.0,63.0,"[14.55224, 14.73441, 14.75501, 14.62422]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",125.8468,3.8468,0.1752,0.1968,1.0253,114.0,61.0,"[13.12315, 13.47234, 13.0711, 13.0256]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",124.4358,4.4358,0.23,0.1938,1.0253,115.0,60.0,"[13.32836, 13.31661, 13.31019, 13.56266]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",124.7873,4.7873,0.3356,0.1906,1.0253,116.0,60.0,"[13.57383, 13.64059, 13.52987, 13.66337]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",124.3465,4.3465,0.1834,0.1966,1.0253,124.0,60.0,"[13.22988, 13.32091, 13.08794, 13.13429]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",126.813,4.813,0.2541,0.194,1.0254,128.0,61.0,"[13.54752, 13.31566, 13.28177, 13.33137]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",129.0793,5.0793,0.3875,0.1897,1.0254,130.0,62.0,"[13.58641, 13.84484, 13.61808, 13.62554]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",128.4539,4.4539,0.1864,0.1958,1.0254,134.0,62.0,"[13.09829, 13.30522, 13.21505, 13.34799]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",128.9607,4.9607,0.2783,0.1922,1.0255,139.0,62.0,"[13.38149, 13.52849, 13.42268, 13.64603]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",131.2635,5.2635,0.4735,0.188,1.0256,145.0,63.0,"[13.83875, 13.89986, 13.70702, 13.75508]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",125.9369,3.9369,0.1713,0.192,1.0252,112.0,61.0,"[13.71053, 13.30192, 13.29529, 13.71386]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'balanced']",124.5441,4.5441,0.2203,0.1878,1.0252,115.0,60.0,"[13.68295, 14.0521, 13.71943, 13.77637]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'balanced']",124.9143,4.9143,0.2919,0.1793,1.0252,116.0,60.0,"[14.50239, 14.5429, 14.33526, 14.47838]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'balanced']",124.3478,4.3478,0.1796,0.1924,1.0252,123.0,60.0,"[13.58436, 13.4419, 13.3957, 13.49332]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'balanced']",126.8893,4.8893,0.2287,0.1853,1.0252,128.0,61.0,"[14.04975, 14.00205, 13.97551, 13.94547]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'balanced']",127.1541,5.1541,0.3617,0.1784,1.0252,129.0,61.0,"[14.56794, 14.50402, 14.53934, 14.53466]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'balanced']",128.5909,4.5909,0.1821,0.1896,1.0252,133.0,62.0,"[13.52193, 13.86376, 13.43443, 13.89545]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'balanced']",131.0457,5.0457,0.2512,0.1852,1.0255,140.0,63.0,"[13.95113, 14.35103, 13.87305, 13.84004]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'balanced']",131.2505,5.2505,0.4309,0.1768,1.0256,144.0,63.0,"[14.6281, 14.73666, 14.74045, 14.5818]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'scatter']",125.7706,3.7706,0.1753,0.1992,1.0253,114.0,61.0,"[12.86498, 13.14398, 12.97609, 13.0877]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'scatter']",124.4359,4.4359,0.2348,0.1938,1.0253,116.0,60.0,"[13.32233, 13.31882, 13.49928, 13.38042]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'scatter']",124.7882,4.7882,0.3444,0.1897,1.0253,115.0,60.0,"[13.69451, 13.60975, 13.65779, 13.71998]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '2', 'scatter']",124.2849,4.2849,0.1832,0.1979,1.0253,124.0,60.0,"[13.26795, 13.01073, 13.09169, 13.04596]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'scatter']",126.8065,4.8065,0.2507,0.1944,1.0254,128.0,61.0,"[13.36135, 13.39205, 13.22293, 13.39159]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'scatter']",125.0769,5.0769,0.4151,0.1908,1.0254,129.0,60.0,"[13.61235, 13.65286, 13.52768, 13.58269]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'scatter']",128.4608,4.4608,0.188,0.198,1.0254,134.0,62.0,"[13.19638, 13.02263, 13.09288, 13.07613]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'scatter']",131.0062,5.0062,0.2864,0.1911,1.0255,140.0,63.0,"[13.46251, 13.80427, 13.70838, 13.30317]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'scatter']",131.306,5.306,0.489,0.1875,1.0256,145.0,63.0,"[13.7391, 14.0139, 13.71937, 13.85558]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '2', 'balanced']",125.9139,3.9139,0.1773,0.1949,1.0252,113.0,61.0,"[13.26197, 13.24433, 13.35664, 13.34353]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '3', 'balanced']",124.5412,4.5412,0.2101,0.1874,1.0252,114.0,60.0,"[13.75213, 14.13635, 13.67846, 13.77277]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '19', '4', 'balanced']",124.9035,4.9035,0.3059,0.1799,1.0252,115.0,60.0,"[14.50543, 14.37197, 14.39962, 14.3743]"
