Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '3', 'balanced']",166.021,8.021,84.7516,42.6653,6.6939,178.0,79.0,"[12.03793, 11.00324, 12.11066, 11.0278]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '38', '4', 'balanced']",168.9998,8.9998,132.6719,49.2463,6.6939,182.0,80.0,"[9.913004, 10.05751, 10.01395, 10.02439]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '2', 'balanced']",167.0339,7.0339,73.2534,52.7126,6.6937,196.0,80.0,"[9.287493, 9.063932, 9.367439, 9.367378]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '3', 'balanced']",172.2542,8.2542,120.8747,60.7638,6.6917,210.0,82.0,"[8.052642, 8.045702, 8.039721, 8.111074]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll=0 ', '', '57', '4', 'balanced']",172.0347,8.0347,152.3029,56.7242,6.6939,215.0,82.0,"[8.724629, 8.604231, 8.706977, 8.69922]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'scatter']",161.1411,7.1411,28.4242,20.4788,6.6937,141.0,77.0,"[25.16263, 23.12658, 22.21939, 25.69996]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'scatter']",156.3375,8.3375,48.7147,24.4947,6.6938,146.0,74.0,"[20.67742, 19.63733, 19.86672, 20.25455]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'scatter']",157.7311,9.7311,79.6273,29.5701,6.6938,148.0,74.0,"[16.62212, 16.68273, 16.70984, 16.61578]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",160.8977,6.8977,52.0019,37.4521,6.6937,167.0,77.0,"[13.29111, 13.12115, 13.06072, 13.13408]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",165.8624,7.8624,92.5025,46.4156,6.6938,178.0,79.0,"[10.30486, 11.17002, 10.37416, 10.59954]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",171.1902,9.1902,139.4576,51.7137,6.6938,186.0,81.0,"[9.542382, 9.512015, 9.502285, 9.543435]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",166.7438,6.7438,68.4079,49.2099,6.6938,196.0,80.0,"[10.1823, 9.685894, 9.929691, 9.926276]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",174.2883,8.2883,121.6386,61.0778,6.6955,209.0,83.0,"[8.001593, 8.079347, 8.000528, 7.976941]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",176.6105,8.6105,170.583,63.1561,6.6937,217.0,84.0,"[7.65039, 8.047138, 7.680549, 7.819516]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",162.9417,6.9417,27.7747,19.9656,6.6937,142.0,78.0,"[22.25306, 25.50382, 25.25115, 25.67328]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'balanced']",154.1118,8.1118,51.2398,25.7866,6.6938,144.0,73.0,"[18.45932, 20.69259, 18.2386, 19.0156]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'balanced']",157.7163,9.7163,77.4676,28.7312,6.6938,151.0,74.0,"[16.85897, 17.30672, 17.32422, 17.08602]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'balanced']",163.078,7.078,52.8466,38.0294,6.6937,167.0,78.0,"[13.77596, 12.41733, 13.52212, 12.09311]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'balanced']",165.7061,7.7061,83.6844,42.1135,6.6938,172.0,79.0,"[12.06124, 12.09407, 11.41791, 11.21161]"
