Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'scatter']",167.582,5.582,38.0007,17.6872,2.6543,170.0,81.0,"[17.74228, 19.3277, 17.77535, 17.66575]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'scatter']",169.8315,5.8315,50.1877,17.5388,2.6546,178.0,82.0,"[18.31107, 18.9279, 18.66019, 18.43509]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '2', 'balanced']",164.4148,6.4148,16.3451,9.4772,2.6535,133.0,79.0,"[32.46062, 35.73906, 33.76098, 35.54033]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '3', 'balanced']",150.544,6.544,22.392,8.6431,2.6544,131.0,72.0,"[39.48479, 38.05488, 36.96953, 36.31612]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '19', '4', 'balanced']",152.2063,8.2063,54.803,14.8684,2.6554,138.0,72.0,"[21.89266, 22.10176, 21.92376, 21.79179]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '2', 'balanced']",156.3689,6.3689,31.3201,18.3271,2.6535,152.0,75.0,"[17.91298, 17.78273, 17.84286, 17.5672]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '3', 'balanced']",160.5255,6.5255,42.2993,16.297,2.6546,154.0,77.0,"[20.78946, 19.21229, 20.98835, 19.00624]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '38', '4', 'balanced']",164.5409,6.5409,54.8412,14.8053,2.6557,157.0,79.0,"[21.89672, 22.09363, 22.06857, 22.03482]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '2', 'balanced']",165.7732,5.7732,31.9908,18.7116,2.6536,168.0,80.0,"[16.61191, 17.91697, 17.20884, 17.91015]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '3', 'balanced']",168.0827,6.0827,41.7278,16.0658,2.6548,174.0,81.0,"[21.42312, 19.35299, 18.96044, 21.41831]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores never ', '', '-unroll ', '', '57', '4', 'balanced']",170.1188,6.1188,55.0917,14.7939,2.6559,177.0,82.0,"[21.91158, 22.14069, 22.08983, 22.02906]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",157.7761,5.7761,15.1832,9.101,2.6522,133.0,76.0,"[34.40406, 36.35847, 34.62947, 35.2987]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",150.3384,6.3384,23.7751,9.1883,2.6524,132.0,72.0,"[32.66671, 35.8383, 33.0119, 37.84976]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",151.2815,7.2815,50.9739,13.923,2.6524,138.0,72.0,"[22.88659, 22.90936, 23.03284, 23.14732]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",159.8353,5.8353,28.7939,17.2884,2.6524,152.0,77.0,"[18.57449, 17.90233, 18.62292, 18.9702]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",159.8882,5.8882,42.0,17.2899,2.6526,157.0,77.0,"[18.24702, 18.30753, 19.49077, 18.02463]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",164.0953,6.0953,53.6637,16.7344,2.6528,159.0,79.0,"[18.97364, 19.40474, 19.02177, 19.13543]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",165.1158,5.1158,27.0897,18.0325,2.6525,168.0,80.0,"[17.51021, 17.42903, 17.46779, 17.46232]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",167.4658,5.4658,36.3857,16.6315,2.6527,172.0,81.0,"[18.14971, 18.64643, 18.72222, 20.24485]"
