Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'scatter']",161.9542,5.9542,37.8227,17.2038,7.4119,148.0,78.0,"[25.88463, 25.31223, 27.51985, 26.51586]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'scatter']",153.0063,7.0063,64.2727,20.9373,7.4128,150.0,73.0,"[21.2169, 21.67724, 21.89628, 21.68729]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'scatter']",154.0609,8.0609,95.4929,23.0308,7.4141,153.0,73.0,"[19.58631, 19.67047, 19.58093, 19.79271]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'scatter']",157.9104,5.9104,66.7244,30.5108,7.4119,165.0,76.0,"[14.2658, 14.91635, 15.15623, 14.99795]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'scatter']",159.3616,7.3616,102.149,33.3928,7.4127,176.0,76.0,"[13.24638, 13.69855, 13.30331, 13.9727]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'scatter']",164.78,8.78,155.5127,37.5969,7.4151,179.0,78.0,"[12.02508, 12.03764, 12.08746, 12.02359]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'scatter']",164.1864,6.1864,84.2065,38.499,7.4122,186.0,79.0,"[11.34152, 11.77096, 11.36037, 12.18486]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'scatter']",168.0451,8.0451,125.9518,40.9419,7.4129,195.0,80.0,"[11.34044, 10.69678, 11.16436, 10.67646]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'scatter']",172.1455,10.1455,154.105,37.1344,7.4138,198.0,81.0,"[12.19567, 12.17404, 12.1942, 12.20142]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '2', 'balanced']",161.9796,5.9796,38.9457,17.7199,7.412,148.0,78.0,"[24.78706, 24.96957, 25.06027, 27.35208]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '3', 'balanced']",152.9661,6.9661,62.1845,20.2977,7.4135,148.0,73.0,"[21.83863, 23.60358, 21.71244, 22.05632]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '19', '4', 'balanced']",153.98,7.98,90.4359,21.717,7.4153,153.0,73.0,"[20.82087, 20.87663, 20.8514, 20.85259]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '2', 'balanced']",155.9391,5.9391,62.2761,28.2633,7.4122,165.0,75.0,"[15.9725, 15.81557, 16.03976, 16.22962]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '3', 'balanced']",161.2816,7.2816,95.4563,31.1713,7.4132,176.0,77.0,"[14.47818, 14.60915, 14.4787, 14.52274]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '38', '4', 'balanced']",164.8187,8.8187,151.1211,36.2962,7.4145,180.0,78.0,"[12.39684, 12.61594, 12.43942, 12.44364]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '2', 'balanced']",164.1976,6.1976,80.7167,36.7499,7.4122,188.0,79.0,"[12.00402, 12.16875, 12.46065, 12.24516]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '3', 'balanced']",168.0187,8.0187,120.1154,39.2243,7.4127,194.0,80.0,"[11.7617, 11.5588, 11.52058, 11.13835]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll=0 ', '', '57', '4', 'balanced']",173.2064,9.2064,134.7412,32.294,7.4142,198.0,82.0,"[14.01947, 14.05413, 14.03121, 13.97234]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'scatter']",161.9845,5.9845,39.25,17.8903,7.4765,146.0,78.0,"[24.79225, 25.0167, 26.53027, 24.8614]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '3', 'scatter']",155.0579,7.0579,61.8478,20.1621,7.4777,150.0,74.0,"[22.67855, 21.42171, 22.96657, 22.74469]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '4', 'scatter']",154.0544,8.0544,95.6907,23.0823,7.4791,153.0,73.0,"[19.53986, 19.81478, 19.57046, 19.53861]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '2', 'scatter']",155.9594,5.9594,66.9378,30.7334,7.4769,167.0,75.0,"[15.11511, 14.74107, 14.7397, 14.31727]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '3', 'scatter']",161.3874,7.3874,100.9016,32.9994,7.4779,177.0,77.0,"[14.05988, 13.43004, 13.92193, 13.46344]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '38', '4', 'scatter']",164.8177,8.8177,156.5753,37.8732,7.4796,180.0,78.0,"[11.94965, 12.1093, 11.94789, 11.81753]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '2', 'scatter']",162.2968,6.2968,83.3644,38.138,7.4767,190.0,78.0,"[11.57578, 11.35015, 11.99119, 12.18473]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '3', 'scatter']",167.8514,7.8514,123.9074,40.377,7.4777,195.0,80.0,"[11.09072, 11.34392, 11.10751, 10.95358]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '57', '4', 'scatter']",170.1659,10.1659,153.669,37.0109,7.4786,198.0,80.0,"[12.14085, 12.38131, 12.15123, 12.25873]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=0 ', '-unroll ', '', '19', '2', 'balanced']",162.0121,6.0121,37.722,17.1386,7.4769,150.0,78.0,"[26.50656, 24.77114, 27.06412, 27.30321]"
